1523, 0
1495, 0
1479, 0
1546, 0
1561, 0
1537, 0
1638, 0
1642, 0
1662, 0
1733, 0
1714, 0
1848, 0
2018, 0
1950, 0
1848, 0
1840, 0
1863, 0
1688, 0
3308, 0
2130, 0
1713, 0
1614, 0
1683, 0
1740, 0
1794, 0
1920, 0
1962, 0
2155, 0
2144, 0
2155, 0
2020, 0
1823, 0
1727, 0
1639, 0
1563, 0
1645, 0
1628, 0
1690, 0
1783, 0
1792, 0
1779, 0
1791, 0
1882, 0
1924, 0
1995, 0
1985, 0
1883, 0
1913, 0
1953, 0
1898, 0
1931, 0
2811, 0
3182, 0
1729, 90
1953, 90
1912, 90
1985, 90
1935, 90
2239, 90
2232, 90
2335, 90
2417, 90
2412, 90
2217, 90
2040, 90
1865, 90
1832, 90
1827, 90
1801, 90
1893, 90
1881, 90
1934, 90
1875, 90
2015, 90
1923, 90
1936, 90
1953, 90
1912, 90
2024, 90
2026, 90
1974, 90
1925, 90
1866, 90
1898, 90
1820, 90
2488, 90
3449, 90
1617, 90
1932, 85
1863, 85
1954, 85
2081, 85
2016, 85
2154, 85
2296, 85
2444, 85
2317, 85
2301, 85
2135, 85
1995, 85
1930, 85
1964, 85
1976, 85
1957, 85
1982, 85
1968, 85
1917, 85
1928, 85
1966, 85
2026, 85
1990, 85
1969, 85
2067, 85
2114, 85
2145, 85
2001, 85
1910, 85
2059, 85
1976, 85
2095, 85
3597, 85
1852, 85
2044, 88
1987, 88
2006, 88
2073, 88
2164, 88
2181, 88
2372, 88
2508, 88
2567, 88
2475, 88
2200, 88
2064, 88
2005, 88
1968, 88
2041, 88
2028, 88
2053, 88
2016, 88
1996, 88
2107, 88
2002, 88
2024, 88
2118, 88
2074, 88
2152, 88
2367, 88
2201, 88
2164, 88
2081, 88
2084, 88
2020, 88
1968, 88
3561, 88
2391, 88
1994, 88
1941, 88
1946, 88
2072, 88
2118, 88
2154, 88
2264, 88
2273, 88
2394, 88
2369, 88
2204, 88
2016, 88
1939, 88
1912, 88
1861, 88
1980, 88
1982, 88
1951, 88
2078, 88
1964, 88
2012, 88
2024, 88
2153, 88
2157, 88
2105, 88
1870, 88
1919, 88
1822, 88
2002, 88
1834, 88
1844, 88
2152, 88
3511, 88
1739, 88
2017, 88
1785, 88
1917, 88
1996, 88
2020, 88
2220, 88
2429, 88
2339, 88
2484, 88
2384, 88
2249, 88
2036, 88
1953, 88
2016, 88
2048, 88
2068, 88
1967, 88
2053, 88
2116, 88
2055, 88
2110, 88
2081, 88
2153, 88
2031, 88
2231, 88
2283, 88
2224, 88
2226, 88
2066, 88
2126, 88
2079, 88
2090, 88
3168, 88
3010, 88
2041, 88
1975, 88
2118, 88
2060, 88
2096, 88
2179, 88
2173, 88
2280, 88
2349, 88
2324, 88
2216, 88
2020, 88
1941, 88
1901, 88
1865, 88
1961, 88
1953, 88
2024, 88
1991, 88
1957, 88
1934, 88
1988, 88
1933, 88
2021, 88
1956, 88
2027, 88
2155, 88
2096, 88
2221, 88
1956, 88
2104, 88
2003, 88
2069, 88
2530, 88
3493, 88
1792, 88
2051, 83
2020, 83
2124, 83
2060, 83
2173, 83
2277, 83
2377, 83
2446, 83
2493, 83
2520, 83
2226, 83
2024, 83
1983, 83
1959, 83
2030, 83
2073, 83
1985, 83
2025, 83
2031, 83
1974, 83
1984, 83
2029, 83
2054, 83
2004, 83
2094, 83
2060, 83
2318, 83
2164, 83
2091, 83
2024, 83
2132, 83
2068, 83
2054, 83
3450, 83
2656, 83
1939, 85
1953, 85
2040, 85
2088, 85
2120, 85
2226, 85
2367, 85
2413, 85
2513, 85
2500, 85
2286, 85
2104, 85
1994, 85
2029, 85
2002, 85
1970, 85
1935, 85
2007, 85
2011, 85
2056, 85
2122, 85
2073, 85
2100, 85
2082, 85
2169, 85
2071, 85
2238, 85
2223, 85
2112, 85
2017, 85
2039, 85
2129, 85
1974, 85
3623, 85
2161, 85
2019, 85
1987, 85
2067, 85
2106, 85
2203, 85
2200, 85
2260, 85
2444, 85
2515, 85
2458, 85
2275, 85
2044, 85
2008, 85
1928, 85
1984, 85
1957, 85
1960, 85
2019, 85
1922, 85
2025, 85
2006, 85
2046, 85
2021, 85
2032, 85
2168, 85
2153, 85
2176, 85
2078, 85
2112, 85
2040, 85
1942, 85
2236, 85
3700, 85
1712, 85
